,amount of SP,different upvote receiver,downvotes,names,price in $,self upvotes,timestamp,upvotes
208,"1801,2547689524515",396,0,steembasicincome,"865,7419405790303",10,2018-02-13T15:42:45,908
209,"84,27511878709086",40,0,peter007,"40,505377772682145",5,2018-02-13T15:42:48,62
210,"431,0752656491037",23,0,misscassy,"207,1888682552754",3,2018-02-13T15:42:57,30
211,"172,8275252289411",23,0,elmadriles,"83,06655985382403",5,2018-02-13T15:43:03,38
212,"20,243998296999877",17,0,snofkin,"9,729927533191669",0,2018-02-13T15:43:27,19
213,"2105,1888143946094",27,0,echowhale,"1011,8225810550888",8,2018-02-13T15:43:36,76
214,"50,579495093877526",14,0,meixia,"24,310159223920966",13,2018-02-13T15:43:39,16
215,"519,9273093055602",13,0,shariarahammad,"249,89406577949305",8,2018-02-13T15:43:54,52
216,"436,81150763724327",52,0,ozhiya,"209,945893722212",3,2018-02-13T15:45:30,77
217,"182,86700363211582",30,0,kingxerxesdex,"87,89186145189862",1,2018-02-13T15:45:33,41
218,"152,39450216776115",41,0,bunnypuncher,"73,24578083811059",3,2018-02-13T15:45:48,62
219,"17,415857293936007",4,0,jongyuhi,"8,37063049069303",0,2018-02-13T15:45:51,10
220,"17,415846302535297",5,0,kensuke,"8,370625207866443",1,2018-02-13T16:03:00,11
221,"45,00514310801288",8,0,successbd,"21,630943385664153",19,2018-02-13T16:03:03,19
222,"17,415846142601684",5,0,sw007,"8,37062513099712",0,2018-02-13T16:03:15,8
223,"50,617458392726405",35,0,artpetra,"24,328405626696807",0,2018-02-13T16:03:42,56
224,"132,5968788365047",64,0,upv4life,"63,73039570931923",4,2018-02-13T18:53:30,243
225,"0,0",30,0,sugarrainbow,"0,0",8,2018-02-13T19:13:33,72
226,"1499,6607823252114",95,0,azfix,"720,7860088862129",2,2018-02-13T21:13:36,137
227,"214,91755231058673",19,0,cosmicvibration,"103,29640315682306",1,2018-02-14T00:03:39,23
228,"14233,30243688817",37,0,blockgators,"6840,99056111095",2,2018-02-14T01:03:42,241
229,"186,26435469827575",19,0,cosmicvibration,"89,52473946312857",1,2018-02-14T01:53:45,23
230,"0,0",19,0,cosmicvibration,"0,0",1,2018-02-14T02:03:48,23
231,"1786,9307345281684",396,0,steembasicincome,"858,8573412579627",10,2018-02-14T03:43:51,908
232,"1449,412766091669",95,0,azfix,"696,6351692414843",2,2018-02-14T04:53:54,137
233,"1366,650279046947",144,0,briggsy,"656,8568117452182",3,2018-02-14T05:23:57,197
234,"499,0593949403322",108,0,yousafmaier,"239,86426378269041",2,2018-02-14T07:14:03,132
235,"8923,822039336908",232,0,anadolu,"4289,080669144029",2,2018-02-14T08:44:06,305
236,"1420,23053215999",788,0,gazur,"682,6092333939217",1,2018-02-14T10:34:09,1105
237,"0,0",3,0,iwantri1976,"0,0",0,2018-02-14T10:44:12,12
238,"117,75476194193857",64,0,upv4life,"56,59678901243022",4,2018-02-14T12:14:15,243
239,"916,8037218211927",82,0,revan746,"440,64584696209",5,2018-02-14T14:14:18,139
240,"1729,621823098862",396,0,steembasicincome,"831,3128045003259",10,2018-02-14T14:14:21,908
241,"8175,503404601243",46,0,steemiteducation,"3929,4142642721226",3,2018-02-14T14:24:24,81
242,"411,6307207581376",21,0,tortug,"197,84318417008012",8,2018-02-14T14:24:27,47
